name,model,size,price,rating,review_count,images,highlights,description,features,sub_category,category,parent_category,,,sub_cat_formula,,,,des_heading,des_body,,,,,,,,,,description_formula
SA-SW3,None,None,"['Rs.29,9901']",4.5,17,"['https://www.sony.co.in/image/32bb1ebd05f8b79bcbfd53c7b45b967d?fmt=pjpeg&wid=110&bgcolor=FFFFFF&bgc=FFFFFF', 'https://www.sony.co.in/image/8dc17a1b64dacbbd0069820c06c82487?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/21ba50b5c16fcb5f11e3ecd1e7d6bc5a?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/e53326ed1a51074e8282cccede2d6231?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/e18b136cbd56a940fe781f8641d7971e?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/6e963ded81b34fc6d44189737d14aa74?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9']",SA-SW3 200Â W Additional Wireless Subwoofer,"[""Feel the power of deep bass:\nDriving our Home Theatre System and soundbar with added bass, the compact SA-SW3 wireless subwoofer immerses you even deeper into movies and music. Enjoy louder, clearer bass for a more cinematic surround sound experience.\n""]","['200 W of rich, powerful bass from a 160 mm driver ', 'Bass Reflex speaker unit for deeper bass ', 'Î£ Magnetic Circuit for deep, clear bass with less distortion ', 'Wireless connectivity for easy setup ', 'Premium design matches with our Home Theatre System and soundbar ']",['Optional Speakers'],Home Theatre and Sound bars,Audio,,,['Optional Speakers'],,,,Feel the power of deep bass,"Driving our Home Theatre System and soundbar with added bass, the compact SA-SW3 wireless subwoofer immerses you even deeper into movies and music. Enjoy louder, clearer bass for a more cinematic surround sound experience.",,,,,,,,,,"[""Feel the power of deep bass:\nDriving our Home Theatre System and soundbar with added bass, the compact SA-SW3 wireless subwoofer immerses you even deeper into movies and music. Enjoy louder, clearer bass for a more cinematic surround sound experience.\n""]"
SA-SW5,None,None,"['Rs.61,9901']",5,39,"['https://www.sony.co.in/image/73d2cf8736e376610e633da4c1ede954?fmt=pjpeg&wid=110&bgcolor=FFFFFF&bgc=FFFFFF', 'https://www.sony.co.in/image/566a387594ed9a0fe389ceed9f167e5c?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/29b9c5ce055a774978db3a1a3ee9af68?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/e94275f8eb3f54f09676cf7b4fd3c0f3?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/fd7c1d085a34b182e3685281210f2d2f?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/ce9ec48fe300a35821c4bd9375bf8b46?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9']",SA-SW5 300 W Additional Wireless Subwoofer,"[""Boost your entertainment with mighty bass:\nPowering our Home Theatre Products with deeper bass, the SA-SW5 wireless subwoofer immerses you even further into movies and music. Feel how real entertainment becomes with clear, thumping bass and subtle low frequency sounds.\n""]","['300 W of rich, powerful bass from a 180 mm driver ', 'Passive radiator for stronger bass without wind noise ', 'Î£ Magnetic Circuit for deep, clear bass with less distortion ', 'Wireless connectivity for easy setup ', 'Premium design matches with our Home Theatre System and soundbar ']",['Optional Speakers'],Home Theatre and Sound bars,Audio,,,['Optional Speakers'],,,,Boost your entertainment with mighty bass,"Powering our Home Theatre Products with deeper bass, the SA-SW5 wireless subwoofer immerses you even further into movies and music. Feel how real entertainment becomes with clear, thumping bass and subtle low frequency sounds.",,,,,,,,,,"[""Boost your entertainment with mighty bass:\nPowering our Home Theatre Products with deeper bass, the SA-SW5 wireless subwoofer immerses you even further into movies and music. Feel how real entertainment becomes with clear, thumping bass and subtle low frequency sounds.\n""]"
SRS-NB10,None,None,"['Rs.13,9901']",4,14,"['https://www.sony.co.in/image/276c9b775c3c0a0a8697c5f57522419d?fmt=pjpeg&wid=110&bgcolor=FFFFFF&bgc=FFFFFF', 'https://www.sony.co.in/image/54e1bc96cf3e8e5050376e42e0438cde?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/039a07981aab12f5de829f43832fd272?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/aa91f4bd2b569d8c54b93884eb48edc3?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/c4443b63812dff3c7c66c01b86dad574?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', None]",SRS-NB10 Wireless Neckband Speaker,"[""A better way to work from home:\nTake conference calls. Listen to music. Walk around in total comfort. The SRS-NB10 wireless neckband speaker makes working from home an altogether more enjoyable experience.\n""]","['Precise Voice Pickup Technology delivers your voice clearly ', 'Full-range speaker unit provides high-quality personal sound ', 'Lightweight and comfortable design for all-day wearing ', 'Up to 20 hours of battery life7, 10-minute Quick Charging for 1 hour of play time ', 'IPX4 splashproof design ']",['Neckband Speakers'],"['Home Theatre and Sound bars', 'Wireless Speakers']",Audio,,,['Neckband Speakers'],,,,A better way to work from home,Take conference calls. Listen to music. Walk around in total comfort. The SRS-NB10 wireless neckband speaker makes working from home an altogether more enjoyable experience.,,,,,,,,,,"[""A better way to work from home:\nTake conference calls. Listen to music. Walk around in total comfort. The SRS-NB10 wireless neckband speaker makes working from home an altogether more enjoyable experience.\n""]"
SRS-NS7,None,None,"['Rs.24,9902']",4.5,29,"['https://www.sony.co.in/image/c64b0239f636f36e816f2e61d0cd4c45?fmt=pjpeg&wid=110&bgcolor=FFFFFF&bgc=FFFFFF', None]",SRS-NS7 Wireless Neckband Speaker,"[""360 Spatial Sound that adapts to your ears with BRAVIA XR:\nThe world’s first Dolby Atmos® compatible wireless neckband speaker with Sony’s BRAVIA XR models1. See how immersive 360 Spatial Sound can be when you watch Dolby Atmos® movies through our latest BRAVIA XR TVs with an unrivalled range of sound features.\n""]","['360 Spatial Sound Personalizer creates Dolby Atmos® Cinematic surround sound ', 'Upwards-facing X-balanced speaker unit provides an immersive listening experience without disturbing others ', 'Flexible and ergonomic form-fitting design for all-day wearing ', 'Up to 12 hours of battery life, 10-minute Quick Charging for 1 hour of play time8 ', 'IPX4 splash-proof design12 ']",['Neckband Speakers'],Wireless Speakers,Audio,,,['Neckband Speakers'],,,,360 Spatial Sound that adapts to your ears with BRAVIA XR,The world’s first Dolby Atmos® compatible wireless neckband speaker with Sony’s BRAVIA XR models1. See how immersive 360 Spatial Sound can be when you watch Dolby Atmos® movies through our latest BRAVIA XR TVs with an unrivalled range of sound features.,,,,,,,,,,"[""360 Spatial Sound that adapts to your ears with BRAVIA XR:\nThe world’s first Dolby Atmos® compatible wireless neckband speaker with Sony’s BRAVIA XR models1. See how immersive 360 Spatial Sound can be when you watch Dolby Atmos® movies through our latest BRAVIA XR TVs with an unrivalled range of sound features.\n""]"
SRS-XV900,None,None,"['Rs.99,990']",4,1,"['https://sony.scene7.com/is/image/sonyglobalsolutions/SRS-XV900_hero_desktop?$productIntroPlatedesktop$', 'https://sony.scene7.com/is/image/sonyglobalsolutions/SRS-XV900_hero2_desktop?$productIntroPlatedesktop$', 'https://sony.scene7.com/is/image/sonyglobalsolutions/SRS-XV900_Gallery1_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/SRS-XV900_Gallery2_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/SRS-XV900_Gallery3_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/SRS-XV900_Gallery4_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/SRS-XV900_Gallery5_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/SRS-XV900_Gallery6_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/SRS-XV900_Gallery7_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/SRS-XV900_Gallery8_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/SRS-XV900_Gallery9_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/SRS-XV900_Gallery10_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/SRS-XV900_Gallery11_D?$productIntroPlatedesktop$&fmt=png-alpha']",SRS-XV900 High Power Wireless Speakers,"[""Stunning sounds from a wireless speaker:\nWith the highest sound pressure in Sony's wireless speaker range and a huge 25 hours of battery life, the new Sony XV900 is always ready to party.\n""]","[ 'Highest sound pressure in Sony\'s wireless speaker range with 25 hours of battery life.', 'Includes Karaoke and DJ functions with multiple input sockets for microphones or a guitar.', 'Top touch panel lets you control modes, settings, and lighting for the perfect party vibe.', 'Quick charging provides 3 hours of playtime with just 10 minutes of charging.', 'Battery Care function prevents overcharging, extending the speaker\'s lifespan.', 'Ambient light with indirect illumination matches your room\'s style.', 'Convenient carry handle and sturdy castors make it easy to move the speaker anywhere.', 'Sony | Music Center app allows you to control settings, playlists, and Party Connect from your phone.' ]","['Hi-Fi Systems', 'Party Speakers']","['Audio Systems', 'Wireless Speakers']",Audio,,,"['Hi-Fi Systems', 'Party Speakers']",,,,Stunning sounds from a wireless speaker,"With the highest sound pressure in Sony's wireless speaker range and a huge 25 hours of battery life, the new Sony XV900 is always ready to party.",,,,,,,,,,"[""Stunning sounds from a wireless speaker:\nWith the highest sound pressure in Sony's wireless speaker range and a huge 25 hours of battery life, the new Sony XV900 is always ready to party.\n""]"
ULT FIELD 1,None,None,"['Rs.16,990']",4.8,34,"['https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-Plate-1-D?$productIntroPlatedesktop$', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-Plate-2-D?$productIntroPlatedesktop$', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro_black-1_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro_black-2_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro_black-6n_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro_black-4_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro_black-3_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro_white-1_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro_w-2_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro_grey-1_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro_g-2_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro_orange-1_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro_o-2_D?$productIntroPlatedesktop$&fmt=png-alpha']",ULT POWER SOUND series | ULT FIELD 1 Wireless Portable Speaker,"[""Big Sound. Small Size.:\nBring your favourite tunes everywhere with enhanced bass built into a compact package. Complete with a multi-way strap for ease of use, take your waterproof, dustproof and even shockproof speaker anywhere for longer, thanks to a long battery life.\n""]","['Loud sound with enhanced bass from a compact body', '\xa0Easy to carry with multi-way strap', 'Water- and dust-proof with IP67 rating', '12 hours of battery life', 'Echo cancelling for clear calling']",['Portable'],Wireless Speakers,Audio,,,['Portable'],,,,Big Sound. Small Size.,"Bring your favourite tunes everywhere with enhanced bass built into a compact package. Complete with a multi-way strap for ease of use, take your waterproof, dustproof and even shockproof speaker anywhere for longer, thanks to a long battery life.",,,,,,,,,,"[""Big Sound. Small Size.:\nBring your favourite tunes everywhere with enhanced bass built into a compact package. Complete with a multi-way strap for ease of use, take your waterproof, dustproof and even shockproof speaker anywhere for longer, thanks to a long battery life.\n""]"
ULT FIELD 7,None,None,"['Rs.49,990']",4.7,28,"['https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-Plate-01-d-2?$productIntroPlatedesktop$', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-Plate-02-d-2?$productIntroPlatedesktop$', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-Plate-03-d?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-Plate-04-d?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-Plate-05-d?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-Plate-06-d?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-Plate-07-d?$productIntroPlatedesktop$&fmt=png-alpha']",ULT POWER SOUND series | ULT FIELD 7 Wireless Portable Speaker,"[""The party goes any place:\nLiven up your day with punchy bass and expressive lighting wherever you go. Bring the music anywhere for longer, thanks to the waterproof and dustproof construction plus a long battery life. You can even connect to a mic for karaoke on the go.\n""]","['Boost the music with punchy bass', 'Stylish handle to carry anywhere', 'Water- and dust-proof with IP67 rating', '30-hour battery life and quick charging', 'Karaoke and guitar for more fun', 'Party Connect to enjoy more and louder']","['Hi-Fi Systems', 'Portable']","['Audio Systems', 'Wireless Speakers']",Audio,,,"['Hi-Fi Systems', 'Portable']",,,,The party goes any place,"Liven up your day with punchy bass and expressive lighting wherever you go. Bring the music anywhere for longer, thanks to the waterproof and dustproof construction plus a long battery life. You can even connect to a mic for karaoke on the go.",,,,,,,,,,"[""The party goes any place:\nLiven up your day with punchy bass and expressive lighting wherever you go. Bring the music anywhere for longer, thanks to the waterproof and dustproof construction plus a long battery life. You can even connect to a mic for karaoke on the go.\n""]"
ULT TOWER 10,None,None,"['Rs.109,990']",4.8,9,"['https://sony.scene7.com/is/image/sonyglobalsolutions/d-Product-Intro-Plate-1-24?$productIntroPlatedesktop$', 'https://sony.scene7.com/is/image/sonyglobalsolutions/d-Product-Intro-Plate-2-14?$productIntroPlatedesktop$', 'https://sony.scene7.com/is/image/sonyglobalsolutions/d-Product-Intro-Plate-3-11?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/d-Product-Intro-Plate-7-8?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/d-Product-Intro-Plate-4-12?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/d-Product-Intro-Plate-5-9?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/d-Product-Intro-Plate-3-11?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/d-Product-Intro-Plate-6-8?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/d-Product-Intro-Plate-8-5?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/d-Product-Intro-Plate-10-2?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/d-Product-Intro-Plate-13-1?$productIntroPlatedesktop$&fmt=png-alpha']",ULT POWER SOUND series | ULT TOWER 10 Party Speaker,"[""The power of live-venue sound in your home:\nTurn your home into party central with massive bass, 360° Party Sound, 360° Party Light and karaoke, thanks to a supplied wireless mic. You can even connect the speaker to your TV to boost the sound of the things you love to watch.\n""]","['Powerful sound and 360° Party Light', '360° Party Sound', 'Karaoke and guitar', 'Enriched TV sound', 'Easy to carry', 'Party Connect to enjoy more and louder']","['Hi-Fi Systems', 'Party Speakers']","['Audio Systems', 'Wireless Speakers']",Audio,,,"['Hi-Fi Systems', 'Party Speakers']",,,,The power of live-venue sound in your home,"Turn your home into party central with massive bass, 360° Party Sound, 360° Party Light and karaoke, thanks to a supplied wireless mic. You can even connect the speaker to your TV to boost the sound of the things you love to watch.",,,,,,,,,,"[""The power of live-venue sound in your home:\nTurn your home into party central with massive bass, 360° Party Sound, 360° Party Light and karaoke, thanks to a supplied wireless mic. You can even connect the speaker to your TV to boost the sound of the things you love to watch.\n""]"
ULT WEAR,None,None,"['Rs.24,990']",4.6,44,"['https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-main-D?$productIntroPlatedesktop$', 'https://sony.scene7.com/is/image/sonyglobalsolutions/PIP_Desktop_XBBN2_01?$productIntroPlatedesktop$', 'https://sony.scene7.com/is/image/sonyglobalsolutions/PIP_Desktop_XBBN2_02?$productIntroPlatedesktop$', 'https://sony.scene7.com/is/image/sonyglobalsolutions/PIP_Desktop_XBBN2_03?$productIntroPlatedesktop$', 'https://sony.scene7.com/is/image/sonyglobalsolutions/PIP_Desktop_XBBN2_04?$productIntroPlatedesktop$', 'https://sony.scene7.com/is/image/sonyglobalsolutions/PIP_Desktop_XBBN2_05?$productIntroPlatedesktop$', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-Black_standard_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-Black_front_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-Black_side_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-Black_button_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-Black_fordable_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-Black_swivel_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-white_standard_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-white_front_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-white_side_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-white_button_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-forestgrey_standard_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-forestgrey_front_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-forestgrey_side_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-forestgrey_button_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-Acc1_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-Acc2_D?$productIntroPlatedesktop$&fmt=png-alpha']",ULT POWER SOUND series | ULT WEAR Wireless Noise Cancelling Headphones,"[""Powerful sound. Make it your own.:\nWith exceptional bass and improved Noise Cancelling, our new ULT WEAR headphones let you bring your favourite festival or club feel with you, everywhere you go.\n""]","['Exceptional bass for powerful sound', 'Digital Noise Cancelling and Ambient Sound Mode let you control what you hear', 'DSEE™ restores high-frequency sound lost in compression', 'Fine-tune your sound using the Sony | Headphones Connect app', 'All-day\xa0comfort, and up to 30 hours of battery life']","['Headband', 'Noise Cancelling', 'Wireless']",Headphones,Audio,,,"['Headband', 'Noise Cancelling', 'Wireless']",,,,Powerful sound. Make it your own.,"With exceptional bass and improved Noise Cancelling, our new ULT WEAR headphones let you bring your favourite festival or club feel with you, everywhere you go.",,,,,,,,,,"[""Powerful sound. Make it your own.:\nWith exceptional bass and improved Noise Cancelling, our new ULT WEAR headphones let you bring your favourite festival or club feel with you, everywhere you go.\n""]"
ICD-UX570 SERIES,None,None,"['Rs.8,4901']",4.5,13,"['https://www.sony.co.in/image/f0cea6b5d1306290ff14d2bace4d6cd3?fmt=pjpeg&wid=110&bgcolor=FFFFFF&bgc=FFFFFF', 'https://www.sony.co.in/image/4ddee4020d95f2caec679be9559a3fb8?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/b82513e60cf29d51341edc5ea679ee02?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/2f4be140b57e46686b9d36c1a0b0ba83?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/12764ed4ddbf13e7fff651b3fde64988?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/c599d41045c863463d69dd2cea2bbea3?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/686796bc394f84bf7d386dbfaa1c27d8?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9']",UX570 Digital Voice Recorder UX Series,"[""Record with Clarity and Convenience: UX570 Digital Voice Recorder:\nThe UX570 series offers the ultimate in portability and versatility for capturing high-quality recordings. Equipped with a high-sensitivity S-Microphone, it records in MP3 or LPCM format, ensuring your lectures, meetings, and music are crystal clear. With up to 4 GB of built-in storage, expandable via microSD cards, and a long battery life, you can store over 159 hours of audio. The Auto Voice Recording feature minimizes background noise for clearer sound, while the built-in USB allows for easy connection to your PC. Plus, the built-in lithium battery provides a 3-minute quick charge for 1 hour of recording, keeping you powered up when you need it most.\n""]","['Record in MP3/LPCM with a high-sensitivity S-Microphone ', 'Up to 4 GB of built-in storage, expandable via microSD (SDHC/SDXC) cards ', 'Auto Voice Recording reduces background noise ', 'Direct USB built-in for easy connection to PC ', 'Built-in lithium battery with 3-minute quick charge for 1 hour of recording ']",['Voice Memo Recorders'],Digital Voice Recorders,Audio,,,['Voice Memo Recorders'],,,,Record with Clarity and Convenience: UX570 Digital Voice Recorder,"The UX570 series offers the ultimate in portability and versatility for capturing high-quality recordings. Equipped with a high-sensitivity S-Microphone, it records in MP3 or LPCM format, ensuring your lectures, meetings, and music are crystal clear. With up to 4 GB of built-in storage, expandable via microSD cards, and a long battery life, you can store over 159 hours of audio. The Auto Voice Recording feature minimizes background noise for clearer sound, while the built-in USB allows for easy connection to your PC. Plus, the built-in lithium battery provides a 3-minute quick charge for 1 hour of recording, keeping you powered up when you need it most.",,,,,,,,,,"[""Record with Clarity and Convenience: UX570 Digital Voice Recorder:\nThe UX570 series offers the ultimate in portability and versatility for capturing high-quality recordings. Equipped with a high-sensitivity S-Microphone, it records in MP3 or LPCM format, ensuring your lectures, meetings, and music are crystal clear. With up to 4 GB of built-in storage, expandable via microSD cards, and a long battery life, you can store over 159 hours of audio. The Auto Voice Recording feature minimizes background noise for clearer sound, while the built-in USB allows for easy connection to your PC. Plus, the built-in lithium battery provides a 3-minute quick charge for 1 hour of recording, keeping you powered up when you need it most.\n""]"
WF-C500,None,None,"['Rs.8,9901']",4,457,"['https://www.sony.co.in/image/6ff70f66ce935f02861635b3e936a70c?fmt=pjpeg&wid=110&bgcolor=FFFFFF&bgc=FFFFFF', 'https://www.sony.co.in/image/e3beeee2eeeb7580a61adcab32538851?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/5cbc1b3260728da7eeafe044ed7f1248?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/da78c599880a10c0989109d765b99b96?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/ab676f3dda4abb8bbef9077ea001d5de?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/9819425ccbaa8948ccaaba601f14b21f?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/3bf117c2ca4768c53aaeadd7773015eb?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/9b18b5f8ac4fdbfd48902513fb37b7da?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/88627367b3e324feea1692f31183268f?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/cbca09d677ee764befdd130dbdb9dc90?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/ebbcce2b4fb3407b01ea1b0af3418c24?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/14554686b10598c9c9aa9e281e945c88?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/9d0cf63ef15f7209fcd13f9d71222859?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/b9ba2a905843bfd0ba37a144f5359e13?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/3ad66dcd748a03da7b62b2e82bb31f43?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9']",WF-C500 Truly Wireless Headphones,"[""More delightful listening experience:\nWith our Digital Sound Enhancement Engine (DSEE), high frequency sound and fine fade-out sound are restored to the track for a more authentic listening experience. \n""]","['DSEE™ restores high-frequency sound and fine fade-out sound lost in compression ', 'Fine-tune your sound using the Sony | Headphones Connect app ', '10-hr-long battery life, total 20 hr with charging case5 ', 'Splash-proof and sweat-proof with an IPX4 rating ', 'Optional use of one earbud only ']",['Water Resistant'],Headphones,Audio,,,['Water Resistant'],,,,More delightful listening experience,"With our Digital Sound Enhancement Engine (DSEE), high frequency sound and fine fade-out sound are restored to the track for a more authentic listening experience. ",,,,,,,,,,"[""More delightful listening experience:\nWith our Digital Sound Enhancement Engine (DSEE), high frequency sound and fine fade-out sound are restored to the track for a more authentic listening experience. \n""]"
